dt s t A/A0 V/V0 v et eb ea ega ev ek ee ebl ebn es
1e-05 138400 1.384 1.00028 0.999721 0.641551 72.8766 62.037 0 0.000981087 0.00104118 0.096012 0 46.9555 15.0816 10.7415 
1e-05 138500 1.385 1.00035 0.999758 0.641506 72.8774 62.0443 0 0.00155302 0.00077937 0.096114 0 46.9597 15.0846 10.7346 
1e-05 138600 1.386 1.00027 0.9997 0.641548 72.8856 62.0638 0 0.000908713 0.00120205 0.102175 0 46.9642 15.0996 10.7175 
1e-05 138700 1.387 1.00031 0.999626 0.64146 72.8809 62.0737 0 0.00121416 0.00186651 0.0987943 0 46.9633 15.1104 10.7053 
1e-05 138800 1.388 1.0002 0.999652 0.641585 72.8836 62.0819 0 0.000497784 0.00161528 0.100754 0 46.9622 15.1197 10.6989 
1e-05 138900 1.389 1.00046 0.999655 0.641333 72.8852 62.0731 0 0.00268435 0.00158674 0.0989588 0 46.9631 15.11 10.7089 
1e-05 139000 1.39 1.00028 0.99972 0.641556 72.879 62.0547 0 0.000946348 0.00104476 0.0997348 0 46.9577 15.097 10.7225 
1e-05 139100 1.391 1.00024 0.999813 0.641646 72.8778 62.0379 0 0.000740858 0.000467051 0.0989014 0 46.9584 15.0794 10.7399 
1e-05 139200 1.392 1.00051 0.999677 0.641304 72.8758 62.0218 0 0.00322392 0.00139002 0.0980509 0 46.958 15.0637 10.7513 
1e-05 139300 1.393 1.00027 0.999653 0.64152 72.8723 62.0221 0 0.000894746 0.00161047 0.0988346 0 46.9607 15.0614 10.7489 
1e-05 139400 1.394 1.00044 0.999608 0.641328 72.8733 62.0163 0 0.00238341 0.00204919 0.0980717 0 46.9572 15.0591 10.7545 
1e-05 139500 1.395 1.00028 0.999668 0.641518 72.8718 62.0516 0 0.000974798 0.00147187 0.095924 0 46.9632 15.0885 10.7218 
1e-05 139600 1.396 1.00032 0.999676 0.641489 72.8767 62.0651 0 0.00124483 0.00139719 0.101149 0 46.9597 15.1054 10.7078 
1e-05 139700 1.397 1.00031 0.999662 0.641483 72.8714 62.0541 0 0.00121764 0.00152595 0.0926663 0 46.9493 15.1048 10.7219 
1e-05 139800 1.398 1.00028 0.999659 0.641512 72.873 62.0746 0 0.000977491 0.00155101 0.0931977 0 46.9615 15.1131 10.7027 
1e-05 139900 1.399 1.00031 0.999625 0.641464 72.8748 62.076 0 0.00118067 0.00187482 0.0946118 0 46.958 15.118 10.7011 
1e-05 140000 1.4 1.00024 0.999639 0.641535 72.867 62.069 0 0.000734227 0.00173813 0.0900812 0 46.9532 15.1158 10.7054 
1e-05 140100 1.401 1.00028 0.999645 0.641499 72.8727 62.0874 0 0.00100346 0.00168368 0.0940761 0 46.9586 15.1288 10.6885 
1e-05 140200 1.402 1.00031 0.999645 0.641474 72.8737 62.092 0 0.00120306 0.00168419 0.0956766 0 46.9556 15.1364 10.6831 
1e-05 140300 1.403 1.00026 0.999672 0.641542 72.875 62.0933 0 0.000829732 0.00143427 0.0974408 0 46.9576 15.1357 10.682 
1e-05 140400 1.404 1.00036 0.999636 0.64142 72.8686 62.0786 0 0.001619 0.0017729 0.0913518 0 46.9631 15.1155 10.6952 
1e-05 140500 1.405 1.00037 0.999702 0.641457 72.871 62.0889 0 0.00167442 0.00118184 0.090917 0 46.9722 15.1166 10.6884 
1e-05 140600 1.406 1.00028 0.99968 0.641523 72.8695 62.0931 0 0.000995185 0.00136294 0.0949402 0 46.9683 15.1248 10.6791 
1e-05 140700 1.407 1.00031 0.99968 0.641492 72.8768 62.1054 0 0.00123398 0.00136858 0.096674 0 46.9685 15.1369 10.6722 
1e-05 140800 1.408 1.00028 0.999671 0.641523 72.871 62.1123 0 0.00095243 0.00144639 0.0947885 0 46.9683 15.1439 10.6616 
1e-05 140900 1.409 1.00031 0.999612 0.641457 72.8697 62.1049 0 0.00116848 0.00201366 0.0942516 0 46.9706 15.1343 10.6674 
1e-05 141000 1.41 1.00033 0.999718 0.641506 72.8683 62.0835 0 0.00132406 0.00106168 0.0912715 0 46.9579 15.1256 10.6911 
1e-05 141100 1.411 1.00032 0.999767 0.641538 72.8691 62.0781 0 0.00131544 0.000727042 0.0929199 0 46.9585 15.1196 10.696 
1e-05 141200 1.412 1.00034 0.999796 0.641543 72.8731 62.0724 0 0.00143263 0.000558015 0.0974875 0 46.9609 15.1115 10.7012 
1e-05 141300 1.413 1.00033 0.999679 0.64148 72.8721 62.0667 0 0.00132502 0.00137984 0.0978456 0 46.9635 15.1031 10.7049 
1e-05 141400 1.414 1.00024 0.999647 0.641541 72.8655 62.062 0 0.000730144 0.00165939 0.0927078 0 46.9583 15.1037 10.7084 
1e-05 141500 1.415 1.00043 0.999605 0.641335 72.8736 62.0571 0 0.00229059 0.0020827 0.0980036 0 46.9618 15.0952 10.7141 
1e-05 141600 1.416 1.00015 0.999752 0.641699 72.8798 62.0411 0 0.000271245 0.000823449 0.10142 0 46.9602 15.0809 10.7362 
1e-05 141700 1.417 1.00048 0.999729 0.641369 72.8752 62.0458 0 0.00282392 0.00097936 0.0987248 0 46.9648 15.081 10.7268 
1e-05 141800 1.418 1.00024 0.999732 0.641593 72.8822 62.0498 0 0.000743782 0.000959241 0.104774 0 46.9616 15.0882 10.7259 
1e-05 141900 1.419 1.00036 0.999675 0.641447 72.8734 62.0527 0 0.00160066 0.00140692 0.0948372 0 46.9637 15.089 10.7228 
1e-05 142000 1.42 1.00025 0.99973 0.641591 72.8793 62.07 0 0.000750998 0.000972529 0.0973438 0 46.9697 15.1003 10.7103 
1e-05 142100 1.421 1.00034 0.999654 0.641451 72.8802 62.0774 0 0.00143839 0.00160247 0.100725 0 46.9703 15.1071 10.699 
1e-05 142200 1.422 1.0003 0.999591 0.641448 72.8735 62.0723 0 0.00113278 0.00223395 0.0961486 0 46.9663 15.106 10.7017 
1e-05 142300 1.423 1.00025 0.9997 0.641567 72.8735 62.082 0 0.000778982 0.00120401 0.0948437 0 46.9655 15.1165 10.6947 
1e-05 142400 1.424 1.00032 0.999683 0.64149 72.8691 62.0727 0 0.00126888 0.00133732 0.0903567 0 46.9691 15.1036 10.7035 
1e-05 142500 1.425 1.00035 0.999625 0.641419 72.8706 62.0491 0 0.00156469 0.00187861 0.0937256 0 46.969 15.08 10.7243 
1e-05 142600 1.426 1.00027 0.999659 0.641523 72.8736 62.0395 0 0.000898149 0.00155444 0.0947305 0 46.9671 15.0724 10.7369 
1e-05 142700 1.427 1.00029 0.999598 0.641467 72.8687 62.0487 0 0.00102038 0.00215248 0.0900327 0 46.9657 15.083 10.7268 
1e-05 142800 1.428 1.00032 0.999637 0.64146 72.8724 62.056 0 0.00127188 0.00176178 0.0908216 0 46.9628 15.0933 10.7225 
1e-05 142900 1.429 1.00037 0.999662 0.641432 72.8681 62.0697 0 0.00166627 0.00152254 0.0918902 0 46.9671 15.1026 10.7033 
1e-05 143000 1.43 1.00028 0.99966 0.641512 72.8777 62.0673 0 0.000981345 0.0015432 0.0998067 0 46.9623 15.105 10.7081 
1e-05 143100 1.431 1.00034 0.999637 0.641439 72.8701 62.0643 0 0.00145385 0.00176032 0.093456 0 46.9597 15.1047 10.7091 
1e-05 143200 1.432 1.00039 0.999677 0.641417 72.869 62.0784 0 0.00190926 0.00139157 0.0917614 0 46.967 15.1114 10.6955 
1e-05 143300 1.433 1.00026 0.999757 0.641597 72.8707 62.0768 0 0.000823797 0.000786291 0.0946081 0 46.9625 15.1143 10.6977 
1e-05 143400 1.434 1.0003 0.999753 0.641553 72.8723 62.0705 0 0.00112669 0.000815049 0.0955803 0 46.9649 15.1055 10.7043 
1e-05 143500 1.435 1.00032 0.999607 0.641438 72.8732 62.0654 0 0.00130018 0.00205848 0.0951687 0 46.9669 15.0984 10.7093 
1e-05 143600 1.436 1.00027 0.999577 0.641472 72.8716 62.0713 0 0.000889334 0.00239022 0.09078 0 46.9785 15.0927 10.7063 
1e-05 143700 1.437 1.00041 0.999583 0.641339 72.8708 62.0796 0 0.00209045 0.00231681 0.0938455 0 46.9833 15.0963 10.693 
1e-05 143800 1.438 1.00028 0.999618 0.64149 72.8708 62.0836 0 0.000948424 0.00195192 0.0943666 0 46.9836 15.1001 10.6899 
1e-05 143900 1.439 1.00023 0.999685 0.641574 72.873 62.0922 0 0.000672519 0.001327 0.0966199 0 46.9838 15.1084 10.6822 
1e-05 144000 1.44 1.0004 0.999773 0.641467 72.8789 62.1041 0 0.00202614 0.000688712 0.102226 0 46.987 15.1171 10.6698 
1e-05 144100 1.441 1.00036 0.999731 0.641483 72.8767 62.0985 0 0.00160677 0.000963711 0.100669 0 46.9885 15.1101 10.6749 
1e-05 144200 1.442 1.00029 0.999644 0.641496 72.8696 62.1006 0 0.00102118 0.00169539 0.0936816 0 46.9897 15.1109 10.6727 
1e-05 144300 1.443 1.00022 0.999596 0.641529 72.8733 62.0928 0 0.000603428 0.00218384 0.0991412 0 46.9822 15.1106 10.6785 
1e-05 144400 1.444 1.0004 0.999608 0.641359 72.8746 62.0803 0 0.00204489 0.00205383 0.096397 0 46.9771 15.1031 10.6939 
1e-05 144500 1.445 1.00028 0.999621 0.641489 72.8754 62.0889 0 0.000967128 0.00191676 0.0976316 0 46.9779 15.111 10.686 
1e-05 144600 1.446 1.00031 0.999682 0.641498 72.8774 62.0851 0 0.00120032 0.00134603 0.0963087 0 46.9798 15.1053 10.6934 
1e-05 144700 1.447 1.00033 0.999622 0.641437 72.8815 62.0784 0 0.00138719 0.00190552 0.103681 0 46.9782 15.1002 10.6961 
1e-05 144800 1.448 1.0003 0.999693 0.641516 72.8717 62.0839 0 0.00111311 0.00125757 0.0924728 0 46.9776 15.1063 10.6929 
1e-05 144900 1.449 1.00038 0.999659 0.64142 72.8814 62.0757 0 0.00176379 0.00155031 0.101055 0 46.9728 15.1029 10.7013 
1e-05 145000 1.45 1.00027 0.999644 0.641514 72.8776 62.075 0 0.000895574 0.00169615 0.0954985 0 46.9702 15.1048 10.7045 
1e-05 145100 1.451 1.00038 0.999636 0.641404 72.8729 62.0752 0 0.00177647 0.00176942 0.0970658 0 46.9672 15.108 10.6971 
1e-05 145200 1.452 1.00035 0.999611 0.641414 72.8731 62.0828 0 0.00153163 0.00201772 0.0945792 0 46.9745 15.1083 10.6922 
1e-05 145300 1.453 1.00038 0.999665 0.641417 72.8766 62.0907 0 0.00182782 0.00149875 0.0966401 0 46.973 15.1177 10.6859 
1e-05 145400 1.454 1.00019 0.999774 0.641674 72.8804 62.0875 0 0.000442503 0.000680234 0.0995697 0 46.9669 15.1206 10.6922 
1e-05 145500 1.455 1.00031 0.999677 0.641494 72.8774 62.0875 0 0.00120235 0.00139055 0.0968148 0 46.9713 15.1162 10.6905 
1e-05 145600 1.456 1.00031 0.999581 0.641429 72.8747 62.0782 0 0.00122566 0.00234915 0.0938628 0 46.9741 15.1041 10.6991 
1e-05 145700 1.457 1.00027 0.99957 0.641467 72.8735 62.0926 0 0.000886609 0.00247412 0.0951842 0 46.9761 15.1165 10.6823 
1e-05 145800 1.458 1.0003 0.999587 0.64145 72.8734 62.0944 0 0.00109881 0.00227871 0.0950726 0 46.9648 15.1296 10.6805 
1e-05 145900 1.459 1.00028 0.999661 0.641509 72.8722 62.1032 0 0.00101021 0.00153056 0.0939237 0 46.9618 15.1414 10.6725 
1e-05 146000 1.46 1.00035 0.999837 0.641556 72.8731 62.1241 0 0.00155583 0.000356205 0.0927364 0 46.9774 15.1467 10.6543 
1e-05 146100 1.461 1.00031 0.999804 0.641579 72.8761 62.1097 0 0.00117535 0.000511069 0.09786 0 46.9685 15.1413 10.6669 
1e-05 146200 1.462 1.00032 0.999699 0.641499 72.8718 62.1037 0 0.00127701 0.00120966 0.0956052 0 46.9674 15.1364 10.67 
1e-05 146300 1.463 1.00033 0.999652 0.641459 72.8734 62.0968 0 0.00136086 0.00161729 0.0909322 0 46.9768 15.1199 10.6827 
1e-05 146400 1.464 1.00026 0.999695 0.641557 72.8775 62.0729 0 0.000828501 0.00124118 0.0986427 0 46.9697 15.1032 10.7038 
1e-05 146500 1.465 1.00039 0.999766 0.641475 72.8802 62.0546 0 0.00189592 0.000731821 0.101075 0 46.9651 15.0895 10.7219 
1e-05 146600 1.466 1.00025 0.999706 0.641571 72.8768 62.0517 0 0.000776496 0.00115449 0.0947163 0 46.9704 15.0813 10.7284 
1e-05 146700 1.467 1.00039 0.999633 0.641389 72.8777 62.0497 0 0.00189893 0.00179834 0.0947792 0 46.9709 15.0789 10.7295 
1e-05 146800 1.468 1.00034 0.999667 0.641463 72.8727 62.0732 0 0.0014121 0.00148117 0.0945208 0 46.9747 15.0986 10.702 
1e-05 146900 1.469 1.0002 0.999767 0.641656 72.8695 62.0844 0 0.000511831 0.000724452 0.0925841 0 46.9647 15.1197 10.6912 
1e-05 147000 1.47 1.0003 0.999623 0.641469 72.8753 62.092 0 0.00113163 0.00189444 0.0972969 0 46.961 15.131 10.683 
1e-05 147100 1.471 1.00035 0.999552 0.641376 72.8764 62.0899 0 0.00152665 0.00267734 0.0972003 0 46.9618 15.1282 10.6851 
1e-05 147200 1.472 1.00021 0.999639 0.641569 72.8785 62.0909 0 0.000537547 0.00173554 0.0986578 0 46.9662 15.1247 10.6867 
1e-05 147300 1.473 1.00026 0.999678 0.641547 72.8778 62.0827 0 0.000816905 0.00138401 0.0997223 0 46.9671 15.1156 10.6931 
1e-05 147400 1.474 1.00037 0.999695 0.641445 72.8751 62.0586 0 0.00174691 0.00124181 0.0990726 0 46.9573 15.1013 10.7145 
1e-05 147500 1.475 1.00031 0.999731 0.641532 72.8777 62.0723 0 0.00117528 0.000965481 0.0990689 0 46.9677 15.1046 10.7042 
1e-05 147600 1.476 1.00028 0.999779 0.64159 72.875 62.0693 0 0.000972548 0.000653062 0.0935838 0 46.9747 15.0946 10.7105 
1e-05 147700 1.477 1.00038 0.99972 0.641453 72.8816 62.0627 0 0.00181798 0.00104974 0.103595 0 46.9735 15.0893 10.7124 
1e-05 147800 1.478 1.00034 0.999696 0.641479 72.8716 62.0675 0 0.00142995 0.00123444 0.0927762 0 46.9689 15.0987 10.7086 
1e-05 147900 1.479 1.0004 0.999667 0.641403 72.8739 62.0717 0 0.00198359 0.00148032 0.0946565 0 46.9708 15.1009 10.7041 
1e-05 148000 1.48 1.00021 0.999764 0.641643 72.878 62.0927 0 0.000571192 0.000744635 0.0964377 0 46.9802 15.1126 10.6875 
1e-05 148100 1.481 1.00037 0.999666 0.641432 72.8776 62.087 0 0.00168701 0.00149297 0.100474 0 46.9805 15.1065 10.687 
1e-05 148200 1.482 1.00035 0.999728 0.641489 72.8747 62.0956 0 0.00152328 0.000988285 0.0972431 0 46.9798 15.1158 10.6793 
1e-05 148300 1.483 1.0003 0.999678 0.641508 72.8737 62.0874 0 0.00110158 0.00138314 0.0990855 0 46.9743 15.1131 10.6848 
1e-05 148400 1.484 1.00027 0.999643 0.641507 72.875 62.0843 0 0.000942161 0.00169762 0.101855 0 46.9791 15.1052 10.6862 
1e-05 148500 1.485 1.00033 0.999632 0.641445 72.871 62.0784 0 0.00136598 0.00181267 0.0945948 0 46.9821 15.0963 10.6949 
1e-05 148600 1.486 1.00025 0.999646 0.641529 72.8698 62.0729 0 0.00079977 0.0016773 0.0930145 0 46.9753 15.0977 10.7014 
1e-05 148700 1.487 1.0003 0.999683 0.641506 72.8759 62.0695 0 0.00113986 0.00134172 0.095408 0 46.9709 15.0987 10.7085 
1e-05 148800 1.488 1.00023 0.999613 0.641531 72.8781 62.0722 0 0.000653804 0.00200256 0.0995741 0 46.9698 15.1024 10.7036 
1e-05 148900 1.489 1.00026 0.999641 0.641516 72.8756 62.0938 0 0.00086786 0.00172125 0.0928901 0 46.9711 15.1227 10.6863 
1e-05 149000 1.49 1.00036 0.999676 0.641449 72.8709 62.1123 0 0.00158482 0.00140077 0.0935162 0 46.9729 15.1395 10.6621 
1e-05 149100 1.491 1.0003 0.999655 0.641487 72.8764 62.1132 0 0.00114508 0.00158796 0.0972936 0 46.9763 15.1369 10.6632 
1e-05 149200 1.492 1.00034 0.999695 0.641476 72.8766 62.099 0 0.00145556 0.00123933 0.096391 0 46.9755 15.1235 10.6785 
1e-05 149300 1.493 1.00028 0.999707 0.641545 72.8773 62.0996 0 0.00096776 0.00114223 0.0962813 0 46.9832 15.1165 10.6793 
1e-05 149400 1.494 1.0003 0.999693 0.641514 72.8749 62.0842 0 0.00112511 0.00125635 0.0981462 0 46.9775 15.1067 10.6901 
1e-05 149500 1.495 1.00035 0.999597 0.641404 72.8728 62.0762 0 0.00154158 0.00216485 0.0989874 0 46.9754 15.1009 10.6939 
1e-05 149600 1.496 1.00021 0.99955 0.641509 72.8733 62.0785 0 0.000552961 0.0027046 0.0973535 0 46.9765 15.102 10.6942 
1e-05 149700 1.497 1.00035 0.999562 0.641382 72.8712 62.0591 0 0.00153545 0.00256404 0.0953742 0 46.9786 15.0805 10.7126 
1e-05 149800 1.498 1.00027 0.999678 0.641537 72.8736 62.0418 0 0.000888334 0.00138337 0.096177 0 46.9758 15.066 10.7334 
1e-05 149900 1.499 1.00023 0.999765 0.641624 72.8743 62.0541 0 0.000680391 0.00073863 0.0939241 0 46.9741 15.0801 10.7248 
1e-05 150000 1.5 1.00037 0.999781 0.641504 72.8764 62.0672 0 0.00171019 0.000640343 0.0954189 0 46.9742 15.093 10.7115 
1e-05 150100 1.501 1.0003 0.999767 0.641559 72.8788 62.074 0 0.0011472 0.000727037 0.0972672 0 46.9764 15.0976 10.7057 
1e-05 150200 1.502 1.00034 0.999685 0.641468 72.8789 62.0909 0 0.00146385 0.00132567 0.0981682 0 46.9822 15.1087 10.6871 
1e-05 150300 1.503 1.00036 0.999676 0.641441 72.8746 62.112 0 0.00166486 0.00140321 0.0954606 0 46.9808 15.1311 10.6641 
1e-05 150400 1.504 1.00019 0.999624 0.641572 72.8706 62.1144 0 0.000468729 0.00189013 0.0951425 0 46.9806 15.1337 10.6587 
1e-05 150500 1.505 1.00029 0.99959 0.641463 72.8755 62.1024 0 0.00101657 0.00224289 0.0990348 0 46.9818 15.1207 10.6707 
1e-05 150600 1.506 1.00023 0.999603 0.641523 72.8745 62.0906 0 0.000669077 0.00210393 0.100773 0 46.983 15.1076 10.6803 
1e-05 150700 1.507 1.00033 0.999686 0.641484 72.8768 62.0878 0 0.00133878 0.00131548 0.098824 0 46.9855 15.1023 10.6875 
1e-05 150800 1.508 1.0003 0.999755 0.641553 72.8776 62.083 0 0.00113289 0.000802624 0.095969 0 46.9878 15.0951 10.6967 
1e-05 150900 1.509 1.00033 0.999644 0.641456 72.8757 62.0627 0 0.00133707 0.00169663 0.0968905 0 46.9758 15.0869 10.7131 
1e-05 151000 1.51 1.00032 0.999641 0.64146 72.8735 62.0694 0 0.00129412 0.00172023 0.0930827 0 46.9739 15.0955 10.7079 
1e-05 151100 1.511 1.0002 0.999684 0.641608 72.8723 62.0804 0 0.000480962 0.00133679 0.0922699 0 46.9726 15.1078 10.6979 
1e-05 151200 1.512 1.0004 0.999602 0.641357 72.8736 62.0803 0 0.00203556 0.00211072 0.0941856 0 46.973 15.1074 10.695 
1e-05 151300 1.513 1.00021 0.999753 0.64164 72.8807 62.0903 0 0.00054694 0.000812486 0.100294 0 46.9706 15.1198 10.6887 
1e-05 151400 1.514 1.00042 0.99966 0.641375 72.877 62.0984 0 0.00224166 0.00154041 0.0934035 0 46.9767 15.1217 10.6814 
1e-05 151500 1.515 1.00026 0.999655 0.641524 72.8764 62.0922 0 0.000877673 0.00158458 0.098398 0 46.973 15.1192 10.6833 
1e-05 151600 1.516 1.00022 0.999598 0.641533 72.8812 62.0833 0 0.000590641 0.00215684 0.102476 0 46.9744 15.1089 10.6927 
1e-05 151700 1.517 1.00028 0.999561 0.641446 72.8826 62.094 0 0.00100348 0.0025724 0.101647 0 46.9798 15.1142 10.6834 
1e-05 151800 1.518 1.00028 0.999629 0.641492 72.8782 62.1028 0 0.000984923 0.00183523 0.0991904 0 46.9786 15.1242 10.6734 
1e-05 151900 1.519 1.00037 0.999739 0.64148 72.8808 62.0963 0 0.00167976 0.000906465 0.101488 0 46.9817 15.1147 10.6803 
1e-05 152000 1.52 1.00037 0.999697 0.641446 72.8789 62.0858 0 0.00174491 0.00122538 0.0998381 0 46.9818 15.1041 10.6903 
1e-05 152100 1.521 1.0003 0.999744 0.641547 72.8741 62.0705 0 0.0011195 0.000877641 0.0928686 0 46.9816 15.0889 10.7088 
1e-05 152200 1.522 1.00026 0.999609 0.641496 72.8763 62.0423 0 0.000868067 0.00203956 0.0945588 0 46.977 15.0653 10.7365 
1e-05 152300 1.523 1.00043 0.999617 0.641336 72.8768 62.0272 0 0.00235899 0.00195847 0.0954207 0 46.9738 15.0534 10.7498 
1e-05 152400 1.524 1.00022 0.999755 0.641627 72.8719 62.0321 0 0.000624414 0.000803659 0.09288 0 46.9659 15.0663 10.7455 
1e-05 152500 1.525 1.00041 0.999685 0.641401 72.8772 62.0376 0 0.00212937 0.00132343 0.0989135 0 46.9631 15.0745 10.7372 
1e-05 152600 1.526 1.00027 0.999662 0.641522 72.8728 62.0393 0 0.000919144 0.0015247 0.0959239 0 46.9719 15.0674 10.7352 
1e-05 152700 1.527 1.0003 0.99966 0.641492 72.8759 62.0245 0 0.00113038 0.00154757 0.0977079 0 46.9792 15.0453 10.751 
1e-05 152800 1.528 1.0003 0.999695 0.641517 72.8742 62.0304 0 0.00111531 0.00123828 0.09701 0 46.9764 15.054 10.7444 
1e-05 152900 1.529 1.00039 0.999731 0.641455 72.8727 62.042 0 0.00187103 0.000964084 0.0944201 0 46.9709 15.0711 10.7335 
1e-05 153000 1.53 1.00038 0.99973 0.641456 72.8791 62.0511 0 0.00185088 0.000974229 0.0973806 0 46.9728 15.0783 10.7278 
1e-05 153100 1.531 1.00027 0.999766 0.64159 72.879 62.0504 0 0.000912616 0.000733716 0.0997021 0 46.9717 15.0787 10.7273 
1e-05 153200 1.532 1.00039 0.999645 0.6414 72.8789 62.0469 0 0.00186702 0.00168455 0.100185 0 46.9739 15.0731 10.7282 
1e-05 153300 1.533 1.00033 0.999558 0.641397 72.8754 62.0285 0 0.00137688 0.00260581 0.096092 0 46.9673 15.0612 10.7468 
1e-05 153400 1.534 1.00028 0.999551 0.641442 72.8714 62.0247 0 0.000985313 0.00269158 0.094948 0 46.9661 15.0586 10.748 
1e-05 153500 1.535 1.00033 0.999607 0.641427 72.8786 62.0244 0 0.00138836 0.00206385 0.0985579 0 46.967 15.0573 10.7522 
1e-05 153600 1.536 1.00019 0.999704 0.641628 72.8772 62.0275 0 0.000445114 0.00117132 0.0960583 0 46.9664 15.0611 10.752 
1e-05 153700 1.537 1.00042 0.99965 0.641375 72.874 62.0345 0 0.00216768 0.0016364 0.0973336 0 46.9653 15.0692 10.7383 
1e-05 153800 1.538 1.00029 0.999629 0.64148 72.8801 62.0438 0 0.00107227 0.00184043 0.099075 0 46.9649 15.0789 10.7343 
1e-05 153900 1.539 1.00039 0.999666 0.641409 72.8789 62.0505 0 0.00191324 0.00148594 0.0974664 0 46.9747 15.0758 10.7275 
1e-05 154000 1.54 1.00031 0.999708 0.641512 72.877 62.0549 0 0.00122173 0.00113497 0.0987967 0 46.9763 15.0786 10.721 
1e-05 154100 1.541 1.00039 0.999625 0.641382 72.8717 62.0488 0 0.00191815 0.00188152 0.0941326 0 46.9666 15.0822 10.7251 
1e-05 154200 1.542 1.00035 0.999625 0.64142 72.876 62.052 0 0.0015536 0.00187981 0.106128 0 46.9616 15.0904 10.7145 
1e-05 154300 1.543 1.00031 0.99974 0.64153 72.8668 62.0681 0 0.00123924 0.000899724 0.093698 0 46.9617 15.1064 10.7028 
1e-05 154400 1.544 1.00035 0.999694 0.641469 72.869 62.0677 0 0.00151776 0.00124615 0.0949736 0 46.9614 15.1063 10.7035 
1e-05 154500 1.545 1.00026 0.999692 0.64155 72.8688 62.0614 0 0.000857646 0.00126487 0.0946127 0 46.9628 15.0986 10.7107 
1e-05 154600 1.546 1.00037 0.99959 0.641383 72.8673 62.057 0 0.00169447 0.00224604 0.0949666 0 46.9622 15.0948 10.7114 
1e-05 154700 1.547 1.0003 0.999746 0.641546 72.8739 62.0706 0 0.00114304 0.000863084 0.0965162 0 46.9687 15.1019 10.7048 
1e-05 154800 1.548 1.00038 0.999765 0.641486 72.8723 62.0675 0 0.00178397 0.000734751 0.0957589 0 46.9689 15.0985 10.7066 
1e-05 154900 1.549 1.0002 0.999741 0.641639 72.8766 62.0802 0 0.000514027 0.000892179 0.0988988 0 46.9738 15.1064 10.6961 
1e-05 155000 1.55 1.00037 0.999636 0.641406 72.877 62.0901 0 0.00175554 0.00177157 0.0976404 0 46.9736 15.1165 10.6857 
1e-05 155100 1.551 1.00031 0.999723 0.641524 72.869 62.0934 0 0.0012007 0.00102523 0.0908308 0 46.964 15.1293 10.6825 
1e-05 155200 1.552 1.00033 0.999759 0.641532 72.8765 62.0975 0 0.00132912 0.000773361 0.0967951 0 46.9643 15.1332 10.6801 
1e-05 155300 1.553 1.00035 0.999641 0.641433 72.878 62.0885 0 0.00153023 0.00171692 0.102483 0 46.9683 15.1202 10.6837 
1e-05 155400 1.554 1.00031 0.999597 0.641444 72.8753 62.095 0 0.00119228 0.00217282 0.0963712 0 46.9722 15.1228 10.6806 
1e-05 155500 1.555 1.00028 0.99959 0.641465 72.8784 62.0828 0 0.000998599 0.00224538 0.101008 0 46.96 15.1228 10.6914 
1e-05 155600 1.556 1.00034 0.999576 0.641403 72.8775 62.0688 0 0.00142462 0.00240014 0.101976 0 46.9575 15.1113 10.7028 
1e-05 155700 1.557 1.0003 0.999546 0.641416 72.8799 62.0594 0 0.00116149 0.00274578 0.102938 0 46.9705 15.0889 10.7137 
1e-05 155800 1.558 1.00039 0.999661 0.641405 72.8742 62.0583 0 0.00192618 0.00153244 0.0996334 0 46.9727 15.0856 10.7128 
1e-05 155900 1.559 1.00026 0.999699 0.641561 72.8763 62.0611 0 0.000815067 0.001206 0.0973752 0 46.9657 15.0953 10.7158 
1e-05 156000 1.56 1.00037 0.9996 0.641391 72.868 62.0496 0 0.00167139 0.00214089 0.0905554 0 46.9614 15.0882 10.724 
1e-05 156100 1.561 1.00013 0.999679 0.641666 72.8736 62.058 0 0.000219753 0.00137843 0.097022 0 46.9649 15.0931 10.717 
1e-05 156200 1.562 1.00038 0.999652 0.641413 72.8698 62.0597 0 0.00178434 0.00161263 0.0949058 0 46.9725 15.0871 10.7118 
1e-05 156300 1.563 1.00038 0.999656 0.641414 72.8718 62.0564 0 0.00180251 0.0015822 0.0953412 0 46.9736 15.0828 10.7167 
1e-05 156400 1.564 1.00017 0.999726 0.641659 72.8694 62.0658 0 0.000367204 0.00100417 0.0919566 0 46.9707 15.0952 10.7103 
1e-05 156500 1.565 1.0004 0.999661 0.6414 72.8694 62.0625 0 0.00197564 0.00152972 0.0915571 0 46.9637 15.0987 10.7119 
1e-05 156600 1.566 1.00029 0.99963 0.641481 72.8739 62.0711 0 0.00107364 0.00182776 0.0964572 0 46.9645 15.1066 10.7034 
1e-05 156700 1.567 1.00026 0.999585 0.641486 72.8761 62.0767 0 0.000823954 0.00230353 0.0968131 0 46.9646 15.1121 10.6995 
1e-05 156800 1.568 1.00026 0.999537 0.641453 72.8764 62.0833 0 0.000842445 0.00286478 0.0992561 0 46.9716 15.1116 10.6902 
1e-05 156900 1.569 1.00031 0.999617 0.64146 72.8644 62.0671 0 0.00117093 0.00195876 0.0902156 0 46.9684 15.0987 10.704 
1e-05 157000 1.57 1.00028 0.999794 0.641595 72.8715 62.0572 0 0.0010015 0.000568715 0.0977634 0 46.9657 15.0915 10.7149 
1e-05 157100 1.571 1.00032 0.999791 0.641558 72.8724 62.0545 0 0.00128151 0.000581973 0.0972689 0 46.9682 15.0862 10.7188 
